Days,Temperature,Humidity,Organic compound(Air) Level,Air Quality Level,Pressure(Kpa),Altitude(m)
,15.1,60.2,1648,1763,1.01,-9.99
,15.1,60.1,1584,1751,1.01,-9.82
,15.1,60.1,1662,1761,1.01,-9.99
,15.1,60,1648,1763,1.01,-9.65
,15.1,60,1645,1757,1.01,-9.82
,15.1,60,1647,1765,1.01,-9.99
,15.1,60,1634,1743,1.01,-9.4
,15.1,59.9,1645,1762,1.01,-9.24
,15.1,59.9,1636,1755,1.01,-9.65
,15.1,59.9,1632,1744,1.01,-10.15
,15.1,59.8,1648,1762,1.01,-9.49
,15.1,59.8,1648,1837,1.01,-9.74
,15.1,59.8,1648,1758,1.01,-9.74
,15,59.6,1648,1753,1.01,-9.9
,15.1,59.7,1643,1751,1.01,-9.82
,15.1,59.6,1625,1762,1.01,-9.9
,15.1,59.6,1641,1755,1.01,-9.9
,15.1,59.6,1642,1757,1.01,-10.15
,15.1,59.6,1645,1757,1.01,-9.99
,15.1,59.5,1639,1751,1.01,-9.65
,15.1,59.4,1651,1799,1.01,-10.15
,15,59.4,1645,1707,1.01,-9.07
,15.1,59.4,1648,1774,1.01,-10.07
,15.1,59.4,1645,1748,1.01,-9.65
,15,59.3,1643,1749,1.01,-8.74
,15.1,59.3,1655,1759,1.01,-9.24
,15.1,59.3,1639,1757,1.01,-9.07
,15,59.2,1641,1759,1.01,-9.4
,15,59.1,1642,1759,1.01,-10.4
,15,59.1,1648,1759,1.01,-10.4
,15.1,59.1,1646,1765,1.01,-9.99
,15,59,1634,1763,1.01,-9.82
,15.1,59.1,1647,1760,1.01,-10.07
,15,58.9,1642,1761,1.01,-10.15
,15,58.9,1635,1759,1.01,-9.9
,15,58.9,1630,1754,1.01,-9.65
,15,58.9,1645,1751,1.01,-9.82
,15,58.8,1643,1755,1.01,-9.65
,15,58.8,1644,1757,1.01,-9.49
,15,58.7,1648,1751,1.01,-9.82
,15,58.8,1650,1757,1.01,-9.74
,15,58.7,1643,1760,1.01,-9.57
,15,58.7,1629,1743,1.01,-9.99
,15,58.7,1642,1758,1.01,-9.65
,15,58.6,1640,1757,1.01,-9.4
,15,58.7,1643,1760,1.01,-9.57
,15,58.6,1642,1757,1.01,-9.57
,15,58.6,1645,1757,1.01,-9.82
,15,58.6,1644,1717,1.01,-9.82
,15,58.5,1637,1712,1.01,-9.65
,15,58.5,1707,1758,1.01,-9.74
,15,58.5,1647,1808,1.01,-9.82
,15,58.4,1643,1757,1.01,-10.48
,15,58.4,1619,1754,1.01,-10.24
,15,58.3,1642,1756,1.01,-9.74
,15,58.3,1648,1757,1.01,-9.74
,15,58.3,1647,1747,1.01,-9.82
,15,58.2,1648,1744,1.01,-9.32
,15,58.2,1632,1757,1.01,-9.82
,15,58.1,1630,1744,1.01,-10.32
,15,58.1,1638,1760,1.01,-10.32
,15,58.1,1638,1761,1.01,-9.74
,15,58,1631,1744,1.01,-9.15
,15,58,1638,1757,1.01,-9.15
,15,58,1641,1755,1.01,-10.4
,15,58,1637,1759,1.01,-9.4
,15,57.9,1637,1757,1.01,-9.65
,15,57.9,1558,1737,1.01,-9.74
,15,57.8,1635,1746,1.01,-9.65
,15,57.8,1625,1744,1.01,-9.9
,15,57.8,1616,1753,1.01,-10.07
,15,57.8,1633,1762,1.01,-9.4
,15,57.8,1633,1756,1.01,-9.49
,15,57.7,1638,1760,1.01,-9.24
,15,57.7,1631,1619,1.01,-9.07
,15,57.7,1623,1745,1.01,-9.4
,15,57.6,1637,1758,1.01,-10.07
,15,57.6,1657,1744,1.01,-9.9
,14.9,57.6,1627,1741,1.01,-9.65
,15,57.6,1633,1747,1.01,-9.74
,14.9,57.5,1642,1754,1.01,-9.65
,14.9,57.5,1627,1747,1.01,-9.32
,14.9,57.5,1624,1755,1.01,-9.24
,14.9,57.4,1635,1760,1.01,-10.07
,15,57.4,1621,1759,1.01,-9.24
,14.9,57.3,1633,1760,1.01,-9.15
,14.9,57.3,1638,1753,1.01,-9.65
,14.9,57.3,1622,1742,1.01,-9.24
,14.9,57.3,1639,1751,1.01,-9.57
,14.9,57.3,1622,1739,1.01,-9.65
,14.9,57.2,1638,1757,1.01,-9.32
,14.9,57.2,1616,1758,1.01,-9.82
,14.9,57.2,1616,1759,1.01,-9.99
,14.9,57.1,1641,1755,1.01,-9.74
,14.9,57.1,1693,1757,1.01,-9.4
,14.9,57.1,1638,1750,1.01,-9.9
,14.9,57.1,1636,1755,1.01,-9.65
,14.9,57.1,1636,1750,1.01,-9.49
,14.9,57.1,1634,1751,1.01,-9.49
,14.9,57.1,1634,1745,1.01,-9.32
,14.9,57,1627,1743,1.01,-8.9
,14.9,57,1630,1743,1.01,-9.82
,14.9,57,1744,1757,1.01,-9.57
,14.9,56.9,1638,1758,1.01,-9.82
,14.9,56.9,1634,1759,1.01,-9.65
,14.9,56.9,1638,1757,1.01,-9.65
,14.9,56.8,1639,1759,1.01,-9.4
,14.9,56.8,1637,1761,1.01,-9.74
,14.9,56.8,1638,1760,1.01,-9.07
,14.9,56.7,1634,1746,1.01,-9.74
,14.9,56.7,1633,1760,1.01,-9.32
,14.9,56.7,1623,1744,1.01,-10.07
,14.9,56.7,1635,1758,1.01,-9.99
,14.9,56.6,1638,1758,1.01,-10.07
,14.9,56.6,1628,1757,1.01,-9.74
,14.9,56.6,1641,1757,1.01,-10.15
,14.9,56.5,1627,1755,1.01,-9.32
,14.9,56.6,1635,1750,1.01,-9.74
,14.9,56.5,1639,1756,1.01,-9.57
,14.9,56.5,1635,1754,1.01,-10.07
,14.9,56.5,1634,1757,1.01,-9.99
,14.9,56.5,1637,1754,1.01,-9.32
,14.9,56.5,1635,1758,1.01,-9.65
,14.9,56.5,1623,1743,1.01,-9.99
,14.9,56.4,1638,1755,1.01,-9.65
,14.9,56.4,1626,1755,1.01,-9.4
,14.9,56.4,1633,1759,1.01,-9.32
,14.8,56.3,1634,1755,1.01,-9.99
,14.9,56.3,1613,1746,1.01,-9.74
,14.9,56.3,1622,1744,1.01,-10.15
,14.9,56.3,1631,1755,1.01,-9.49
,14.8,56.2,1631,1755,1.01,-10.32
,14.9,56.2,1622,1742,1.01,-10.24
,14.8,56.2,1633,1808,1.01,-9.65
,14.8,56.2,1634,1758,1.01,-10.4
,14.8,56.1,1616,1745,1.01,-9.65
,14.8,56.1,1685,1759,1.01,-9.74
,14.9,56.1,1632,1757,1.01,-10.4
,14.8,56.1,1618,1755,1.01,-10.15
,14.8,56,1615,1747,1.01,-10.24
,14.8,56,1640,1755,1.01,-9.9
,14.8,56,1635,1761,1.01,-10.65
,14.8,56,1633,1757,1.01,-10.48
,14.8,56,1635,1751,1.01,-9.99
,14.8,56,1645,1757,1.01,-10.82
,14.8,55.9,1633,1755,1.01,-10.24
,14.8,55.9,1632,1750,1.01,-10.15
,14.8,55.9,1635,1751,1.01,-9.65
,14.8,55.9,1636,1756,1.01,-9.99
,14.8,55.8,1635,1759,1.01,-10.07
,14.8,55.8,1607,1758,1.01,-9.65
,14.8,55.8,1631,1754,1.01,-9.82
,14.8,55.7,1634,1756,1.01,-10.07
,14.8,55.8,1636,1759,1.01,-10.48
,14.8,55.7,1631,1753,1.01,-10.73
,14.8,55.7,1634,1758,1.01,-10.4
,14.8,55.7,1642,1757,1.01,-10.24
,14.8,55.7,1632,1759,1.01,-9.4
,14.8,55.7,1635,1755,1.01,-9.65
,14.8,55.7,1634,1760,1.01,-9.9
,14.8,55.6,1638,1806,1.01,-10.07
,14.8,55.6,1632,1755,1.01,-10.15
,14.8,55.6,1616,1755,1.01,-10.4
,14.8,55.6,1632,1754,1.01,-10.57
,14.8,55.5,1632,1756,1.01,-10.82
,14.8,55.5,1632,1747,1.01,-9.74
,14.8,55.5,1616,1746,1.01,-10.32
,14.8,55.5,1628,1759,1.01,-10.32
,14.8,55.4,1631,1742,1.01,-10.4
,14.8,55.4,1633,1749,1.01,-10.57
,14.8,55.4,1633,1745,1.01,-10.07
,14.8,55.4,1628,1753,1.01,-9.57
,14.8,55.4,1625,1751,1.01,-9.74
,14.8,55.3,1618,1744,1.01,-10.07
,14.7,55.2,1615,1757,1.01,-10.07
,14.8,55.3,1618,1744,1.01,-10.32
,14.7,55.2,1628,1760,1.01,-10.48
,14.7,55.2,1628,1747,1.01,-10.73
,14.8,55.2,1629,1757,1.01,-10.07
,14.8,55.2,1628,1755,1.01,-10.15
,14.7,55.1,1633,1757,1.01,-9.07
,14.7,55.1,1643,1758,1.01,-9.9
,14.7,55.1,1629,1754,1.01,-10.07
,14.7,55,1628,1751,1.01,-9.74
,14.7,55,1632,1751,1.01,-10.15
,14.7,55,1586,1757,1.01,-10.32
,14.7,55,1635,1752,1.01,-9.57
,14.7,55,1627,1758,1.01,-10.48
,14.7,55,1632,1759,1.01,-10.15
,14.7,55,1629,1659,1.01,-9.4
,14.7,54.9,1632,1813,1.01,-10.4
,14.7,54.9,1637,1757,1.01,-10.07
,14.7,54.9,1617,1759,1.01,-9.65
,14.7,54.9,1629,1759,1.01,-9.82
,14.7,54.9,1622,1748,1.01,-10.15
,14.7,54.9,1562,1753,1.01,-10.07
,14.7,54.8,1629,1756,1.01,-9.82
,14.7,54.8,1631,1758,1.01,-10.24
,14.7,54.8,1626,1753,1.01,-10.07
,14.7,54.8,1631,1758,1.01,-9.9
,14.7,54.7,1621,1745,1.01,-9.9
,14.7,54.7,1634,1755,1.01,-9.9
,14.7,54.7,1629,1757,1.01,-9.82
,14.7,54.7,1632,1750,1.01,-10.4
,14.7,54.6,1629,1754,1.01,-9.65
,14.7,54.7,1626,1754,1.01,-9.99
,14.7,54.7,1613,1753,1.01,-9.65
,14.7,54.6,1632,1761,1.01,-10.32
,14.7,54.6,1625,1744,1.01,-9.82
,14.7,54.6,1616,1751,1.01,-10.4
,14.7,54.5,1627,1753,1.01,-9.82
,14.7,54.5,1596,1755,1.01,-9.9
,14.7,54.5,1623,1747,1.01,-10.32
,14.7,54.4,1621,1751,1.01,-10.32
,14.7,54.4,1627,1754,1.01,-9.32
,14.7,54.4,1613,1751,1.01,-9.99
,14.7,54.4,1621,1743,1.01,-10.4
,14.7,54.4,1628,1757,1.01,-10.24
,14.7,54.4,1619,1753,1.01,-9.74
,14.7,54.4,1616,1739,1.01,-9.82
,14.7,54.4,1629,1754,1.01,-9.24
,14.7,54.4,1596,1747,1.01,-9.82
,14.7,54.3,1621,1753,1.01,-9.9
,14.7,54.3,1626,1757,1.01,-9.32
,14.7,54.3,1627,1754,1.01,-9.57
,14.7,54.2,1635,1763,1.01,-10.9
,14.7,54.2,1627,1755,1.01,-9.65
,14.7,54.2,1627,1749,1.01,-9.65
,14.7,54.2,1627,1769,1.01,-9.32
,14.7,54.2,1621,1757,1.01,-10.07
,14.7,54.2,1626,1758,1.01,-9.24
,14.6,54.1,1632,1760,1.01,-9.82
,14.7,54.1,1635,1759,1.01,-9.65
,14.6,54.1,1631,1757,1.01,-9.57
,14.7,54.1,1631,1749,1.01,-9.65
,14.7,54.1,1627,1755,1.01,-9.82
,14.6,54,1626,1775,1.01,-9.9
,14.7,54,1628,1753,1.01,-9.24
,14.6,54,1628,1751,1.01,-9.57
,14.7,54,1627,1753,1.01,-9.4
,14.7,53.9,1627,1756,1.01,-10.4
,14.6,53.9,1623,1758,1.01,-9.65
,14.6,53.9,1629,1759,1.01,-10.15
,14.6,53.9,1616,1744,1.01,-9.15
,14.6,53.9,1625,1827,1.01,-9.32
,14.6,53.8,1625,1756,1.01,-10.24
,14.6,53.8,1614,1744,1.01,-9.82
,14.6,53.8,1623,1753,1.01,-9.24
,14.6,53.8,1607,1749,1.01,-9.99
,14.6,53.7,1626,1753,1.01,-9.74
,14.6,53.8,1627,1756,1.01,-9.32
,14.6,53.8,1629,1753,1.01,-9.32
,14.6,53.7,1647,1753,1.01,-9.82
,14.6,53.7,1616,1757,1.01,-9.32
,14.6,53.6,1626,1776,1.01,-9.9
,14.6,53.6,1621,1754,1.01,-9.49
,14.6,53.6,1618,1754,1.01,-9.9
,14.6,53.6,1626,1750,1.01,-9.4
,14.6,53.6,1609,1835,1.01,-9.07
,14.6,53.6,1623,1759,1.01,-9.49
,14.6,53.6,1622,1755,1.01,-9.74
,14.6,53.6,1623,1755,1.01,-9.15
,14.6,53.6,1617,1757,1.01,-9.4
,14.6,53.5,1616,1737,1.01,-9.4
,14.6,53.5,1621,1753,1.01,-9.49
,14.6,53.5,1622,1754,1.01,-9.65
,14.6,53.5,1621,1753,1.01,-9.4
,14.6,53.5,1609,1744,1.01,-9.24
,14.6,53.5,1627,1751,1.01,-9.57
,14.6,53.5,1645,1747,1.01,-9.65
,14.6,53.4,1614,1743,1.01,-9.49
,14.6,53.5,1626,1751,1.01,-9.49
,14.6,53.4,1626,1754,1.01,-9.07
,14.6,53.4,1623,1751,1.01,-9.65
,14.6,53.4,1600,1755,1.01,-9.49
,14.6,53.4,1624,1749,1.01,-9.24
,14.6,53.4,1614,1742,1.01,-9.4
,14.6,53.3,1622,1757,1.01,-8.74
,14.6,53.3,1627,1751,1.01,-9.57
,14.6,53.3,1627,1752,1.01,-9.9
,14.6,53.3,1619,1718,1.01,-9.32
,14.6,53.3,1629,1753,1.01,-9.07
,14.6,53.3,1618,1747,1.01,-9.57
,14.5,53.2,1619,1754,1.01,-9.49
,14.5,53.2,1627,1751,1.01,-9.57
,14.5,53.2,1610,1744,1.01,-9.49
,14.6,53.2,1625,1754,1.01,-9.07
,14.6,53.2,1622,1738,1.01,-9.32
,14.5,53.1,1610,1750,1.01,-9.15
,14.6,53.2,1622,1754,1.01,-9.4
,14.5,53.1,1616,1745,1.01,-9.65
,14.5,53.1,1622,1755,1.01,-9.65
,14.5,53.1,1619,1751,1.01,-9.32
,14.5,53,1623,1759,1.01,-9.32
,14.5,53,1612,1734,1.01,-10.32
,14.5,53,1628,1754,1.01,-9.4
,14.5,53,1619,1747,1.01,-9.74
,14.5,53,1619,1751,1.01,-10.15
,14.5,53,1613,1743,1.01,-9.65
,14.5,52.9,1621,1744,1.01,-9.07
,14.5,52.9,1621,1744,1.01,-9.82
,14.5,52.9,1604,1753,1.01,-9.82
,14.5,52.9,1609,1744,1.01,-9.57
,14.5,52.9,1627,1749,1.01,-10.32
,14.5,52.9,1623,1740,1.01,-9.82
,14.5,52.9,1622,1753,1.01,-10.07
,14.5,52.9,1618,1745,1.01,-10.07
,14.5,52.9,1620,1696,1.01,-10.32
,14.5,52.9,1622,1751,1.01,-9.99
,14.5,52.8,1613,1749,1.01,-9.82
,14.5,52.9,1624,1750,1.01,-9.74
,14.5,52.8,1618,1739,1.01,-9.57
,14.5,52.8,1619,1755,1.01,-10.4
,14.5,52.7,1610,1740,1.01,-9.07
,14.5,52.8,1602,1829,1.01,-9.57
,14.5,52.7,1623,1757,1.01,-9.65
,14.5,52.7,1618,1754,1.01,-10.24
,14.5,52.7,1618,1745,1.01,-9.99
,14.5,52.7,1639,1758,1.01,-9.57
,14.5,52.7,1613,1755,1.01,-9.4
,14.5,52.7,1619,1751,1.01,-9.9
,14.5,52.7,1622,1754,1.01,-9.57
,14.5,52.6,1621,1755,1.01,-10.07
,14.5,52.6,1614,1742,1.01,-9.82
,14.5,52.6,1612,1739,1.01,-9.65
,14.5,52.6,1616,1741,1.01,-9.82
,14.5,52.6,1618,1747,1.01,-9.49
,14.5,52.6,1619,1744,1.01,-10.24
,14.5,52.5,1618,1756,1.01,-9.4
,14.5,52.5,1616,1741,1.01,-9.82
,14.5,52.5,1611,1744,1.01,-9.49
,14.5,52.6,1612,1749,1.01,-9.65
,14.5,52.6,1625,1749,1.01,-9.99
,14.5,52.6,1621,1749,1.01,-9.24
,14.5,52.6,1620,1739,1.01,-9.65
,14.5,52.6,1617,1749,1.01,-9.4
,14.4,52.6,1622,1752,1.01,-9.9
,14.4,52.6,1621,1770,1.01,-10.15
,14.5,52.6,1621,1749,1.01,-9.74
,14.4,52.5,1673,1744,1.01,-9.49
,14.4,52.5,1616,1760,1.01,-9.32
,14.5,52.6,1616,1743,1.01,-9.65
,14.4,52.5,1619,1754,1.01,-10.07
,14.4,52.5,1623,1750,1.01,-9.82
,14.4,52.5,1623,1750,1.01,-9.49
,14.4,52.5,1616,1751,1.01,-9.32
,14.4,52.5,1632,1750,1.01,-9.99
,14.4,52.5,1622,1757,1.01,-9.74
,14.4,52.6,1625,1751,1.01,-9.49
,14.4,52.5,1578,1756,1.01,-9.65
,14.4,52.5,1620,1744,1.01,-9.32
,14.4,52.5,1617,1756,1.01,-9.9
,14.4,52.6,1626,1756,1.01,-9.99
,14.4,52.6,1620,1751,1.01,-9.15
,14.4,52.6,1636,1754,1.01,-9.24
,14.4,52.6,1627,1758,1.01,-10.07
,14.4,52.6,1613,1741,1.01,-9.9
,14.4,52.6,1625,1757,1.01,-9.07
,14.4,52.6,1620,1750,1.01,-9.82
,14.4,52.5,1617,1748,1.01,-9.24
,14.4,52.6,1620,1744,1.01,-9.82
,14.4,52.6,1616,1752,1.01,-9.82
,14.4,52.6,1608,1733,1.01,-9.99
,14.4,52.6,1617,1751,1.01,-9.82
,14.4,52.6,1619,1761,1.01,-10.65
,14.4,52.6,1615,1741,1.01,-10.48
,14.4,52.7,1625,1758,1.01,-9.65
,14.4,52.7,1625,1754,1.01,-10.32
,14.4,52.7,1619,1744,1.01,-10.32
,14.4,52.7,1619,1749,1.01,-10.4
,14.4,52.7,1616,1750,1.01,-9.82
,14.4,52.8,1626,1741,1.01,-9.82
,14.3,52.7,1635,1757,1.01,-9.82
,14.4,52.8,1620,1776,1.01,-10.07
,14.4,52.8,1617,1755,1.01,-9.99
,14.4,52.8,1632,1751,1.01,-10.32
,14.4,52.8,1618,1757,1.01,-9.74
,14.4,52.9,1617,1749,1.01,-10.48
,14.4,52.9,1617,1751,1.01,-10.24
,14.4,52.9,1617,1746,1.01,-10.32
,14.4,53,1590,1753,1.01,-10.15
,14.4,53,1621,1745,1.01,-10.07
,14.4,53,1627,1774,1.01,-9.49
,14.4,53.1,1623,1755,1.01,-9.74
,14.4,53.1,1621,1757,1.01,-10.24
,14.4,53.1,1622,1753,1.01,-10.32
,14.4,53.1,1617,1749,1.01,-9.9
,14.4,53.1,1622,1752,1.01,-9.82
,14.4,53.2,1623,1755,1.01,-9.74
,14.4,53.2,1619,1749,1.01,-10.4
,14.4,53.2,1618,1748,1.01,-10.4
,14.4,53.3,1636,1759,1.01,-9.74
,14.4,53.3,1621,1750,1.01,-9.74
,14.3,53.3,1616,1750,1.01,-10.4
,14.3,53.4,1648,1753,1.01,-10.15
,14.3,53.4,1609,1750,1.01,-9.57
,14.3,53.4,1621,1754,1.01,-10.24
,14.3,53.5,1618,1744,1.01,-9.9
,14.4,53.6,1619,1799,1.01,-9.9
,14.3,53.5,1616,1744,1.01,-10.24
,14.3,53.6,1615,1737,1.01,-9.57
,14.3,53.7,1633,1753,1.01,-10.32
,14.3,53.7,1612,1737,1.01,-9.4
,14.3,53.8,1618,1750,1.01,-10.15
,14.3,53.8,1626,1744,1.01,-9.99
,14.3,53.9,1619,1744,1.01,-10.15
,14.3,53.9,1622,1755,1.01,-9.99
,14.3,53.9,1617,1751,1.01,-11.23
,14.3,54,1629,1755,1.01,-10.57
,14.3,54,1621,1750,1.01,-10.15
,14.3,54.1,1619,1750,1.01,-10.07
,14.3,54.1,1614,1738,1.01,-10.48
,14.3,54.2,1576,1744,1.01,-10.82
,14.3,54.2,1626,1750,1.01,-9.65
,14.3,54.3,1622,1751,1.01,-10.65
,14.3,54.3,1621,1754,1.01,-10.57
,14.3,54.4,1626,1751,1.01,-9.99
,14.3,54.4,1616,1736,1.01,-10.4
,14.3,54.5,1625,1754,1.01,-10.57
,14.3,54.6,1630,1763,1.01,-10.4
,14.2,54.6,1628,1749,1.01,-10.15
,14.2,54.7,1629,1747,1.01,-10.82
,14.2,54.7,1618,1739,1.01,-10.57
,14.3,54.8,1626,1751,1.01,-10.65
,14.2,54.8,1625,1747,1.01,-10.48
,14.2,54.9,1630,1776,1.01,-10.98
,14.2,55,1627,1755,1.01,-10.98
,14.2,55.1,1628,1745,1.01,-10.4
,14.2,55.2,1624,1755,1.01,-11.07
,14.2,55.2,1614,1738,1.01,-10.4
,14.2,55.3,1632,1759,1.01,-10.15
,14.2,55.3,1627,1751,1.01,-10.24
,14.2,55.4,1625,1749,1.01,-10.65
,14.2,55.5,1631,1757,1.01,-10.57
,14.1,55.5,1626,1753,1.01,-10.9
,14.1,55.6,1632,1751,1.01,-10.9
,14.1,55.7,1622,1712,1.01,-9.82
,14.1,55.8,1626,1746,1.01,-10.82
,14.1,55.9,1631,1750,1.01,-10.98
,14.1,56,1630,1743,1.01,-10.82
,14.1,56,1621,1754,1.01,-10.65
,14.1,56.2,1632,1751,1.01,-10.73
,14.1,56.3,1630,1755,1.01,-10.9
,14.1,56.4,1631,1755,1.01,-11.07
,14.1,56.5,1629,1840,1.01,-11.15
,14.1,56.6,1633,1744,1.01,-11.15
,14,56.7,1631,1755,1.01,-11.23
,14,56.8,1631,1728,1.01,-10.82
,14,56.8,1629,1754,1.01,-10.4
,14.1,57,1633,1755,1.01,-11.57
,14.1,57.1,1630,1749,1.01,-10.98
,14.1,57.3,1616,1737,1.01,-11.73
,14,57.3,1634,1757,1.01,-12.06
,14.1,57.5,1619,1741,1.01,-12.15
,14.1,57.6,1616,1750,1.01,-12.06
,14.1,57.7,1621,1742,1.01,-11.23
,14,57.9,1638,1754,1.01,-12.06
,14,58.1,1616,1754,1.01,-11.9
,14.1,58.3,1637,1758,1.01,-11.73
,14.1,58.4,1636,1754,1.01,-12.06
,14.1,58.6,1638,1758,1.01,-12.31
,14.1,58.8,1639,1754,1.01,-11.48
,14.1,59.1,1621,1730,1.01,-11.82
,14.1,59.2,1654,1758,1.01,-12.15
,14.1,59.4,1633,1751,1.01,-11.82
,14.1,59.6,1638,1753,1.01,-11.98
,14.1,59.7,1575,1764,1.01,-12.48
,14.1,59.9,1634,1754,1.01,-12.23
,14.2,60.2,1639,1757,1.01,-12.06
,14.2,60.4,1626,1741,1.01,-12.15
,14.2,60.6,1639,1746,1.01,-11.57
,14.2,60.7,1644,1755,1.01,-12.06
,14.3,61,1645,1754,1.01,-11.82
,14.2,61.1,1628,1735,1.01,-11.98
,14.3,61.4,1644,1759,1.01,-12.4
,14.3,61.6,1646,1741,1.01,-11.98
,14.3,61.8,1654,1754,1.01,-12.15
,14.3,62,1647,1719,1.01,-12.15
,14.3,62.1,1585,1758,1.01,-11.65
,14.3,62.3,1646,1749,1.01,-11.65
,14.3,62.3,1645,1757,1.01,-11.57
,14.3,62.5,1651,1751,1.01,-12.4
,14.4,62.7,1648,1755,1.01,-12.4
,14.4,62.8,1648,1744,1.01,-11.73
,14.4,63,1650,1753,1.01,-11.48
,14.4,63.1,1647,1762,1.01,-11.98
,14.4,63.3,1655,1754,1.01,-11.98
,14.4,63.4,1630,1742,1.01,-12.65
,14.5,63.6,1643,1749,1.01,-11.32
,14.5,63.7,1648,1757,1.01,-12.15
,14.5,63.8,1638,1744,1.01,-11.9
,14.5,63.9,1647,1759,1.01,-12.15
,14.5,64.1,1643,1744,1.01,-11.98
,14.6,64.2,1654,1761,1.01,-11.9
,14.5,64.3,1650,1759,1.01,-11.4
,14.6,64.4,1641,1743,1.01,-11.82
,14.6,64.5,1648,1751,1.01,-11.73
,14.6,64.6,1650,1749,1.01,-11.57
,14.6,64.7,1638,1740,1.01,-11.73
,14.6,64.8,1648,1761,1.01,-11.48
,14.7,65,1646,1759,1.01,-11.73
,14.7,65,1663,1751,1.01,-11.23
,14.7,65.1,1659,1763,1.01,-11.65
,14.7,65.2,1699,1763,1.01,-11.98
,14.7,65.2,1650,1759,1.01,-11.98
,14.8,65.3,1647,1700,1.01,-12.15
,14.7,65.3,1653,1754,1.01,-11.73
,14.8,65.5,1650,1759,1.01,-11.9
,14.8,65.5,1654,1758,1.01,-11.57
,14.8,65.5,1659,1762,1.01,-11.73
,14.8,65.6,1661,1746,1.01,-11.4
,14.8,65.7,1653,1759,1.01,-11.57
,14.8,65.7,1637,1757,1.01,-11.32
,14.9,65.8,1655,1761,1.01,-11.98
,14.9,65.9,1660,1763,1.01,-12.4
,14.9,66,1655,1755,1.01,-12.23
,14.9,66.1,1664,1759,1.01,-11.23
,14.9,66.1,1658,1758,1.01,-11.65
,14.9,66.1,1662,1763,1.01,-12.4
,14.9,66.2,1662,1758,1.01,-11.73
,15,66.3,1662,1768,1.01,-11.73
,14.9,66.3,1660,1751,1.01,-11.07
,15,66.4,1653,1746,1.01,-12.23
,15,66.4,1658,1759,1.01,-12.4
,15,66.5,1662,1759,1.01,-11.4
,15,66.5,1661,1751,1.01,-12.06
,15,66.6,1660,1757,1.01,-11.15
,15,66.6,1659,1761,1.01,-11.73
,15.1,66.7,1663,1758,1.01,-11.07
,15.1,66.8,1664,1760,1.01,-11.48
,15,66.7,1664,1761,1.01,-11.82
,15.1,66.8,1661,1758,1.01,-11.57
,15.1,66.9,1646,1761,1.01,-11.48
,15.1,66.9,1664,1761,1.01,-12.65
,15.1,67,1647,1762,1.01,-11.98
,15.1,67.1,1664,1755,1.01,-12.31
,15.1,67.1,1665,1758,1.01,-11.65
,15.1,67.1,1664,1756,1.01,-11.9
,15.1,67.1,1659,1747,1.01,-11.82
,15.2,67.3,1661,1762,1.01,-11.07
,15.2,67.3,1664,1746,1.01,-11.4
,15.2,67.3,1665,1761,1.01,-11.15
,15.2,67.4,1666,1757,1.01,-11.32
,15.2,67.4,1667,1761,1.01,-10.9
,15.2,67.5,1665,1762,1.01,-11.4
,15.2,67.5,1664,1756,1.01,-11.57
,15.2,67.6,1665,1758,1.01,-11.23
,15.2,67.6,1659,1706,1.01,-11.32
,15.2,67.6,1648,1744,1.01,-11.23
,15.3,67.7,1664,1762,1.01,-11.23
,15.2,67.7,1665,1749,1.01,-11.73
,15.3,67.9,1658,1746,1.01,-11.98
,15.2,67.8,1664,1755,1.01,-12.23
,15.3,68,1669,1755,1.01,-11.73
,15.3,68,1666,1767,1.01,-11.73
,15.3,68.1,1664,1761,1.01,-11.07
,15.3,68.1,1672,1762,1.01,-11.4
,15.3,68.2,1657,1742,1.01,-10.9
,15.3,68.2,1667,1765,1.01,-11.65
,15.3,68.2,1698,1761,1.01,-11.4
,15.3,68.3,1673,1761,1.01,-11.73
,15.3,68.4,1668,1760,1.01,-11.4
,15.3,68.4,1674,1762,1.01,-11.98
,15.3,68.4,1671,1761,1.01,-11.48
,15.4,68.5,1676,1761,1.01,-11.4
,15.3,68.5,1670,1770,1.01,-10.9
,15.3,68.6,1671,1769,1.01,-11.32
,15.3,68.6,1678,1767,1.01,-11.57
,15.3,68.7,1659,1745,1.01,-11.32
,15.3,68.7,1670,1758,1.01,-10.73
,15.3,68.8,1669,1757,1.01,-10.4
,15.3,68.8,1658,1744,1.01,-11.15
,15.3,68.8,1665,1744,1.01,-10.57
,15.3,68.9,1671,1756,1.01,-10.48
,15.4,69,1664,1759,1.01,-10.98
,15.3,69,1671,1759,1.01,-10.73
,15.4,69.1,1673,1761,1.01,-11.4
,15.4,69.2,1671,1760,1.01,-10.57
,15.3,69.2,1662,1749,1.01,-10.82
,15.4,69.3,1673,1769,1.01,-10.9
,15.4,69.3,1780,1761,1.01,-11.4
,15.4,69.4,1662,1699,1.01,-10.65
,15.4,69.4,1670,1757,1.01,-10.9
,15.4,69.4,1673,1779,1.01,-10.57
,15.4,69.5,1673,1767,1.01,-11.15
,15.4,69.5,1667,1737,1.01,-11.32
,15.4,69.6,1676,1756,1.01,-10.82
,15.4,69.6,1679,1759,1.01,-10.73
,15.4,69.7,1680,1761,1.01,-11.23
,15.4,69.7,1680,1765,1.01,-11.15
,15.4,69.8,1678,1765,1.01,-11.23
